Amount,Use Chip,Merchant City,Merchant State,MCC,Is Fraud?,Amount_Rupiah,date
47.82,Chip Transaction,La Verne,CA,5912,No,789030.0,2019-08-04
146.36,Chip Transaction,Monterey Park,CA,5411,No,2414940.0,2019-08-11
22.24,Chip Transaction,Monterey Park,CA,7832,No,366960.0,2019-08-14
41.26,Chip Transaction,La Verne,CA,5912,No,680790.0,2019-08-15
91.27,Chip Transaction,Mira Loma,CA,5812,No,1505955.0,2019-08-24
125.52,Chip Transaction,La Verne,CA,5300,No,2071080.0,2019-08-27
46.75,Chip Transaction,La Verne,CA,5411,No,771375.0,2019-08-31
13.28,Chip Transaction,Mira Loma,CA,5812,No,219120.0,2019-09-02
73.31,Chip Transaction,La Verne,CA,5912,No,1209615.0,2019-09-06
41.76,Chip Transaction,La Verne,CA,4900,No,689040.0,2019-09-07
47.5,Chip Transaction,La Verne,CA,5912,No,783750.0,2019-09-08
40.32,Chip Transaction,Monterey Park,CA,5942,No,665280.0,2019-09-09
119.24,Online Transaction,ONLINE,Unknown,5311,No,1967460.0,2019-09-10
16.27,Swipe Transaction,Mira Loma,CA,7832,No,268455.0,2019-09-10
24.35,Chip Transaction,La Verne,CA,5813,No,401775.0,2019-09-11
7.0,Chip Transaction,La Verne,CA,5300,No,115500.0,2019-09-12
29.22,Chip Transaction,La Verne,CA,5411,No,482130.0,2019-09-14
106.84,Chip Transaction,La Verne,CA,5411,No,1762860.0,2019-09-19
94.0,Chip Transaction,La Verne,CA,5499,No,1551000.0,2019-09-19
64.61,Chip Transaction,La Verne,CA,5499,No,1066065.0,2019-09-19
-94.0,Chip Transaction,La Verne,CA,5499,No,-1551000.0,2019-09-19
17.24,Chip Transaction,La Verne,CA,5300,No,284460.0,2019-09-25
6.61,Online Transaction,ONLINE,Unknown,5815,No,109065.0,2019-10-01
72.46,Chip Transaction,La Verne,CA,5211,No,1195590.0,2019-10-05
123.39,Chip Transaction,La Verne,CA,5912,No,2035935.0,2019-10-06
133.21,Chip Transaction,Mira Loma,CA,4814,No,2197965.0,2019-10-06
139.01,Online Transaction,ONLINE,Unknown,5311,No,2293665.0,2019-10-07
41.99,Chip Transaction,La Verne,CA,5411,No,692835.0,2019-10-10
36.11,Chip Transaction,La Verne,CA,5411,No,595815.0,2019-10-12
132.51,Chip Transaction,La Verne,CA,5912,No,2186415.0,2019-10-15
1.79,Chip Transaction,Detroit,MI,5921,No,29535.0,2019-10-15
10.69,Chip Transaction,Detroit,MI,5812,No,176385.0,2019-10-18
10.8,Chip Transaction,Highland Park,MI,5411,No,178200.0,2019-10-24
86.59,Chip Transaction,Detroit,MI,5812,No,1428735.0,2019-10-24
28.34,Chip Transaction,La Verne,CA,5912,No,467610.0,2019-10-29
64.7,Chip Transaction,La Verne,CA,7538,No,1067550.0,2019-10-30
72.75,Chip Transaction,Mira Loma,CA,5541,No,1200375.0,2019-11-02
164.14,Online Transaction,ONLINE,Unknown,4900,No,2708310.0,2019-11-03
41.88,Chip Transaction,La Verne,CA,5411,No,691020.0,2019-11-04
189.72,Chip Transaction,Mira Loma,CA,4814,No,3130380.0,2019-11-04
896.56,Chip Transaction,Garden Grove,CA,3001,No,14793240.0,2019-11-06
149.7,Chip Transaction,Monterey Park,CA,5411,No,2470050.0,2019-11-09
39.38,Chip Transaction,La Verne,CA,5411,No,649770.0,2019-11-09
59.24,Chip Transaction,La Verne,CA,7538,No,977460.0,2019-11-10
60.04,Chip Transaction,Monterey Park,CA,5970,No,990660.0,2019-11-10
138.22,Chip Transaction,Cabazon,CA,5300,No,2280630.0,2019-11-12
10.59,Chip Transaction,San Diego,CA,5812,No,174735.0,2019-11-13
47.12,Chip Transaction,La Verne,CA,5912,No,777480.0,2019-11-17
121.65,Chip Transaction,La Verne,CA,5411,No,2007225.0,2019-11-18
22.74,Chip Transaction,La Verne,CA,5912,No,375210.0,2019-11-19
58.01,Chip Transaction,La Verne,CA,7538,No,957165.0,2019-11-20
6.28,Chip Transaction,Mira Loma,CA,5541,No,103620.0,2019-11-20
582.26,Chip Transaction,La Verne,CA,7538,No,9607290.0,2019-11-25
94.46,Chip Transaction,Staten Island,NY,5300,No,1558590.0,2019-11-27
41.24,Chip Transaction,La Verne,CA,5912,No,680460.0,2019-11-28
141.36,Chip Transaction,San Antonio,TX,3390,No,2332440.0,2019-11-29
29.8,Chip Transaction,La Verne,CA,5912,No,491700.0,2019-11-30
36.6,Chip Transaction,La Verne,CA,5912,No,603900.0,2019-12-01
64.63,Chip Transaction,La Verne,CA,7538,No,1066395.0,2019-12-01
55.41,Chip Transaction,Mira Loma,CA,5812,No,914265.0,2019-12-01
1.97,Chip Transaction,Mira Loma,CA,5541,No,32505.0,2019-12-04
151.73,Chip Transaction,La Verne,CA,5912,No,2503545.0,2019-12-13
119.77,Chip Transaction,La Verne,CA,5300,No,1976205.0,2019-12-14
37.16,Chip Transaction,Monterey Park,CA,5942,No,613140.0,2019-12-19
192.91,Chip Transaction,La Verne,CA,5912,No,3183015.0,2019-12-23
35.9,Chip Transaction,Monterey Park,CA,5411,No,592350.0,2019-12-23
1.42,Chip Transaction,La Verne,CA,5499,No,23430.0,2019-12-23
129.85,Chip Transaction,La Verne,CA,5912,No,2142525.0,2019-12-24
80.89,Chip Transaction,Mira Loma,CA,5812,No,1334685.0,2019-12-25
111.11,Chip Transaction,La Verne,CA,5300,No,1833315.0,2019-12-26
12.17,Chip Transaction,San Antonio,TX,5812,No,200805.0,2020-01-02
10.06,Chip Transaction,San Antonio,TX,5812,No,165990.0,2020-01-04
14.69,Chip Transaction,San Antonio,TX,5814,No,242385.0,2020-01-04
115.82,Chip Transaction,La Verne,CA,5311,No,1911030.0,2020-01-08
54.11,Chip Transaction,La Verne,CA,7538,No,892815.0,2020-01-11
149.81,Chip Transaction,La Verne,CA,5912,No,2471865.0,2020-01-12
116.02,Chip Transaction,Monterey Park,CA,5411,No,1914330.0,2020-01-16
164.81,Online Transaction,ONLINE,Unknown,4900,No,2719365.0,2020-01-16
35.76,Chip Transaction,La Verne,CA,5912,No,590040.0,2020-01-20
44.0,Chip Transaction,La Verne,CA,5912,No,726000.0,2020-01-25
63.33,Chip Transaction,Ontario,CA,5211,No,1044945.0,2020-01-25
78.1,Chip Transaction,La Verne,CA,5814,No,1288650.0,2020-01-28
175.07,Chip Transaction,Monterey Park,CA,5411,No,2888655.0,2020-01-30
32.0,Chip Transaction,Monterey Park,CA,5942,No,528000.0,2020-01-30
37.84,Swipe Transaction,Mira Loma,CA,7832,No,624360.0,2020-01-30
133.61,Chip Transaction,La Verne,CA,5311,No,2204565.0,2020-02-01
70.0,Chip Transaction,La Verne,CA,5499,No,1155000.0,2020-02-03
-70.0,Chip Transaction,La Verne,CA,5499,No,-1155000.0,2020-02-03
57.02,Chip Transaction,La Verne,CA,5499,No,940830.0,2020-02-03
157.33,Chip Transaction,La Verne,CA,5300,No,2595945.0,2020-02-07
40.37,Chip Transaction,Monterey Park,CA,5942,No,666105.0,2020-02-07
68.86,Chip Transaction,La Verne,CA,5211,No,1136190.0,2020-02-08
88.96,Chip Transaction,La Verne,CA,5300,No,1467840.0,2020-02-09
70.07,Chip Transaction,La Verne,CA,5814,No,1156155.0,2020-02-09
25.54,Chip Transaction,La Verne,CA,7230,No,421410.0,2020-02-11
134.96,Chip Transaction,La Verne,CA,5300,No,2226840.0,2020-02-12
26.62,Chip Transaction,La Verne,CA,5912,No,439230.0,2020-02-13
22.27,Chip Transaction,La Verne,CA,5411,No,367455.0,2020-02-16
45.94,Chip Transaction,Diamond Bar,CA,5719,No,758010.0,2020-02-16
107.83,Chip Transaction,La Verne,CA,5912,No,1779195.0,2020-02-19
97.88,Chip Transaction,La Verne,CA,5411,No,1615020.0,2020-02-24
150.0,Chip Transaction,Waianae,HI,3730,No,2475000.0,2020-02-25
6.0,Chip Transaction,New York,NY,5812,No,99000.0,2020-02-26
180.7,Chip Transaction,Waianae,HI,3730,No,2981550.0,2020-02-27
-150.0,Chip Transaction,Waianae,HI,3730,No,-2475000.0,2020-02-27
46.77,Chip Transaction,Monterey Park,CA,5411,No,771705.0,2020-02-28
41.05,Chip Transaction,La Verne,CA,5912,No,677325.0,2020-02-28
130.23,Swipe Transaction,Monterey Park,CA,5411,No,2148795.0,2003-01-01
73.61,Swipe Transaction,Mira Loma,CA,5541,No,1214565.0,2003-01-01
127.26,Swipe Transaction,La Verne,CA,5912,No,2099790.0,2003-01-02
40.52,Swipe Transaction,La Verne,CA,5912,No,668580.0,2003-01-03
142.91,Swipe Transaction,La Verne,CA,5912,No,2358015.0,2003-01-04
167.39,Swipe Transaction,La Verne,CA,4900,No,2761935.0,2003-01-04
59.83,Swipe Transaction,La Verne,CA,7538,No,987195.0,2003-01-06
125.85,Swipe Transaction,La Verne,CA,5411,No,2076525.0,2003-01-08
915.24,Swipe Transaction,San Diego,CA,3058,No,15101460.0,2003-01-08
121.53,Swipe Transaction,Mira Loma,CA,5541,No,2005245.0,2003-01-09
118.77,Swipe Transaction,La Verne,CA,5411,No,1959705.0,2003-01-10
38.82,Swipe Transaction,Monterey Park,CA,5411,No,640530.0,2003-01-10
106.77,Swipe Transaction,La Verne,CA,5300,No,1761705.0,2003-01-11
161.52,Swipe Transaction,La Verne,CA,5912,No,2665080.0,2003-01-11
19.46,Swipe Transaction,Monterey Park,CA,5942,No,321090.0,2003-01-11
152.74,Swipe Transaction,La Verne,CA,5300,No,2520210.0,2003-01-11
204.23,Online Transaction,ONLINE,Unknown,4899,No,3369795.0,2003-01-12
86.58,Swipe Transaction,La Verne,CA,5211,No,1428570.0,2003-01-13
111.04,Swipe Transaction,La Verne,CA,5300,No,1832160.0,2003-01-14
127.33,Swipe Transaction,La Verne,CA,5311,No,2100945.0,2003-01-15
73.52,Swipe Transaction,La Verne,CA,7538,No,1213080.0,2003-01-15
130.15,Swipe Transaction,La Verne,CA,5300,No,2147475.0,2003-01-16
146.4,Swipe Transaction,Mira Loma,CA,5541,No,2415600.0,2003-01-16
57.06,Swipe Transaction,La Verne,CA,5311,No,941490.0,2003-01-16
-50.0,Swipe Transaction,La Verne,CA,5499,No,-825000.0,2003-01-16
72.97,Swipe Transaction,La Verne,CA,5499,No,1204005.0,2003-01-16
50.0,Swipe Transaction,La Verne,CA,5499,No,825000.0,2003-01-16
50.9,Swipe Transaction,La Verne,CA,7538,No,839850.0,2003-01-17
50.39,Swipe Transaction,La Verne,CA,5812,No,831435.0,2003-01-17
133.8,Swipe Transaction,Mira Loma,CA,5541,No,2207700.0,2003-01-18
161.24,Swipe Transaction,La Verne,CA,5311,No,2660460.0,2003-01-19
67.89,Swipe Transaction,La Verne,CA,5211,No,1120185.0,2003-01-20
186.99,Swipe Transaction,La Verne,CA,5300,No,3085335.0,2003-01-21
44.9,Swipe Transaction,Monterey Park,CA,5942,No,740850.0,2003-01-22
94.02,Swipe Transaction,La Verne,CA,5311,No,1551330.0,2003-01-22
215.23,Swipe Transaction,La Verne,CA,8043,No,3551295.0,2003-01-23
108.4,Swipe Transaction,La Verne,CA,5912,No,1788600.0,2003-01-24
35.64,Swipe Transaction,La Verne,CA,5912,No,588060.0,2003-01-24
111.35,Swipe Transaction,Mira Loma,CA,4814,No,1837275.0,2003-01-24
7.44,Swipe Transaction,Mira Loma,CA,5541,No,122760.0,2003-01-25
159.57,Swipe Transaction,La Verne,CA,5300,No,2632905.0,2003-01-26
10.92,Swipe Transaction,Monterey Park,CA,5411,No,180180.0,2003-01-27
126.05,Swipe Transaction,La Verne,CA,5300,No,2079825.0,2003-01-28
57.25,Online Transaction,ONLINE,Unknown,7349,No,944625.0,2003-01-28
201.99,Online Transaction,ONLINE,Unknown,4899,No,3332835.0,2003-01-29
139.2,Swipe Transaction,Monterey Park,CA,5411,No,2296800.0,2003-01-30
91.81,Swipe Transaction,La Verne,CA,5814,No,1514865.0,2003-01-30
393.2,Online Transaction,ONLINE,Unknown,5732,No,6487800.0,2003-01-31
88.77,Swipe Transaction,La Verne,CA,5300,No,1464705.0,2003-02-01
139.8,Swipe Transaction,Monterey Park,CA,5411,No,2306700.0,2003-02-02
466.0,Swipe Transaction,Hawthorne,CA,3640,No,7689000.0,2003-02-02
89.11,Swipe Transaction,Bell Gardens,CA,5812,No,1470315.0,2003-02-05
-466.0,Swipe Transaction,Hawthorne,CA,3640,No,-7689000.0,2003-02-06
132.19,Swipe Transaction,Hawthorne,CA,3640,No,2181135.0,2003-02-06
194.51,Swipe Transaction,La Verne,CA,5411,No,3209415.0,2003-02-07
136.69,Swipe Transaction,La Verne,CA,5300,No,2255385.0,2003-02-08
124.29,Swipe Transaction,La Verne,CA,5411,No,2050785.0,2003-02-08
89.14,Swipe Transaction,La Verne,CA,5311,No,1470810.0,2003-02-09
7.84,Online Transaction,ONLINE,Unknown,5815,No,129360.0,2003-02-09
137.24,Swipe Transaction,La Verne,CA,5651,No,2264460.0,2003-02-10
120.05,Swipe Transaction,Mira Loma,CA,5541,No,1980825.0,2003-02-11
59.27,Swipe Transaction,La Verne,CA,5912,No,977955.0,2003-02-11
115.61,Swipe Transaction,La Verne,CA,5912,No,1907565.0,2003-02-12
94.85,Swipe Transaction,Mira Loma,CA,5812,No,1565025.0,2003-02-13
44.38,Swipe Transaction,La Verne,CA,5912,No,732270.0,2003-02-14
101.06,Swipe Transaction,Monterey Park,CA,5310,No,1667490.0,2003-02-16
101.01,Swipe Transaction,La Verne,CA,5300,No,1666665.0,2003-02-17
47.18,Swipe Transaction,Monterey Park,CA,5411,No,778470.0,2003-02-18
153.38,Swipe Transaction,Monterey Park,CA,5411,No,2530770.0,2003-02-19
118.71,Online Transaction,ONLINE,Unknown,4899,No,1958715.0,2003-02-20
40.42,Swipe Transaction,Monterey Park,CA,5942,No,666930.0,2003-02-21
105.23,Swipe Transaction,La Verne,CA,5812,No,1736295.0,2003-02-21
160.0,Swipe Transaction,Mira Loma,CA,4829,No,2640000.0,2003-02-22
140.0,Online Transaction,ONLINE,Unknown,4722,No,2310000.0,2003-02-24
223.0,Swipe Transaction,Zurich,Switzerland,3684,No,3679500.0,2003-02-24
87.81,Online Transaction,ONLINE,Unknown,4722,No,1448865.0,2003-02-27
-140.0,Online Transaction,ONLINE,Unknown,4722,No,-2310000.0,2003-02-27
-223.0,Swipe Transaction,Zurich,Switzerland,3684,No,-3679500.0,2003-02-27
116.08,Swipe Transaction,Zurich,Switzerland,3684,No,1915320.0,2003-02-27
144.97,Swipe Transaction,La Verne,CA,5300,No,2392005.0,2003-02-28
82.34,Swipe Transaction,La Verne,CA,5814,No,1358610.0,2003-02-28
137.67,Swipe Transaction,La Verne,CA,5300,No,2271555.0,2003-03-02
38.41,Swipe Transaction,La Verne,CA,5912,No,633765.0,2003-03-03
64.61,Swipe Transaction,La Verne,CA,7538,No,1066065.0,2003-03-03
84.73,Swipe Transaction,Mira Loma,CA,5812,No,1398045.0,2003-03-03
70.34,Swipe Transaction,La Verne,CA,5812,No,1160610.0,2003-03-03
45.75,Swipe Transaction,La Verne,CA,5912,No,754875.0,2003-03-04
140.01,Swipe Transaction,La Verne,CA,5912,No,2310165.0,2003-03-04
10.71,Swipe Transaction,La Verne,CA,5814,No,176715.0,2003-03-04
38.07,Swipe Transaction,Mira Loma,CA,4814,No,628155.0,2003-03-04
121.52,Swipe Transaction,La Verne,CA,5311,No,2005080.0,2003-03-05
136.51,Swipe Transaction,La Verne,CA,5311,No,2252415.0,2003-03-05
135.92,Swipe Transaction,La Verne,CA,5311,No,2242680.0,2003-03-06
39.32,Swipe Transaction,Monterey Park,CA,5942,No,648780.0,2003-03-07
399.0,Swipe Transaction,Sioux City,IA,3504,No,6583500.0,2003-03-09
973.56,Swipe Transaction,Garden Grove,CA,3001,No,16063740.0,2003-03-09
37.39,Swipe Transaction,Onawa,IA,5912,No,616935.0,2003-03-12
-399.0,Swipe Transaction,Sioux City,IA,3504,No,-6583500.0,2003-03-13
162.18,Swipe Transaction,Sioux City,IA,3504,No,2675970.0,2003-03-13
9.65,Online Transaction,ONLINE,Unknown,5815,No,159225.0,2003-03-13
130.83,Swipe Transaction,Mira Loma,CA,5541,No,2158695.0,2003-03-14
136.82,Swipe Transaction,La Verne,CA,5300,No,2257530.0,2003-03-15
53.27,Swipe Transaction,Ontario,CA,5211,No,878955.0,2003-03-15
599.77,Online Transaction,ONLINE,Unknown,6300,No,9896205.0,2003-03-15
138.58,Swipe Transaction,La Verne,CA,5912,No,2286570.0,2003-03-16
152.71,Swipe Transaction,La Verne,CA,5411,No,2519715.0,2003-03-17
46.9,Swipe Transaction,La Verne,CA,5499,No,773850.0,2003-03-18
61.0,Swipe Transaction,La Verne,CA,5499,No,1006500.0,2003-03-18
-61.0,Swipe Transaction,La Verne,CA,5499,No,-1006500.0,2003-03-18
129.33,Swipe Transaction,La Verne,CA,5912,No,2133945.0,2003-03-19
145.67,Swipe Transaction,La Verne,CA,5300,No,2403555.0,2003-03-20
120.98,Swipe Transaction,La Verne,CA,5300,No,1996170.0,2003-03-21
160.31,Swipe Transaction,La Verne,CA,5311,No,2645115.0,2003-03-22
152.65,Swipe Transaction,La Verne,CA,5912,No,2518725.0,2003-03-24
100.14,Swipe Transaction,La Verne,CA,5311,No,1652310.0,2003-03-25
77.76,Swipe Transaction,La Verne,CA,5812,No,1283040.0,2003-03-25
117.04,Swipe Transaction,Mira Loma,CA,5541,No,1931160.0,2003-03-26
120.53,Swipe Transaction,La Verne,CA,5912,No,1988745.0,2003-03-27
148.76,Online Transaction,ONLINE,Unknown,4814,No,2454540.0,2003-03-27
48.68,Swipe Transaction,Monterey Park,CA,5411,No,803220.0,2003-03-29
64.91,Swipe Transaction,Diamond Bar,CA,5719,No,1071015.0,2003-03-29
118.25,Swipe Transaction,La Verne,CA,5912,No,1951125.0,2003-03-30
156.84,Swipe Transaction,La Verne,CA,5300,No,2587860.0,2003-03-30
85.18,Swipe Transaction,La Verne,CA,7538,No,1405470.0,2003-03-31
981.46,Swipe Transaction,Calexico,CA,3066,No,16194090.0,2003-03-31
95.24,Swipe Transaction,La Verne,CA,5300,No,1571460.0,2003-04-01
82.66,Swipe Transaction,La Verne,CA,5812,No,1363890.0,2003-04-03
138.63,Swipe Transaction,La Verne,CA,5300,No,2287395.0,2003-04-04
106.83,Swipe Transaction,La Verne,CA,5311,No,1762695.0,2003-04-06
275.6,Swipe Transaction,Mira Loma,CA,4814,No,4547400.0,2003-04-06
140.0,Swipe Transaction,Oakland,CA,3596,No,2310000.0,2003-04-07
10.78,Swipe Transaction,Fossil,OR,5411,No,177870.0,2003-04-09
-140.0,Swipe Transaction,Oakland,CA,3596,No,-2310000.0,2003-04-10
179.42,Swipe Transaction,Oakland,CA,3596,No,2960430.0,2003-04-10
147.85,Online Transaction,ONLINE,Unknown,4900,No,2439525.0,2003-04-10
159.54,Swipe Transaction,Mira Loma,CA,4814,No,2632410.0,2003-04-10
138.3,Swipe Transaction,Monterey Park,CA,5411,No,2281950.0,2003-04-12
10.67,Swipe Transaction,La Verne,CA,5812,No,176055.0,2003-04-12
100.0,Swipe Transaction,La Verne,CA,5499,No,1650000.0,2003-04-12
58.44,Swipe Transaction,La Verne,CA,5499,No,964260.0,2003-04-12
-100.0,Swipe Transaction,La Verne,CA,5499,No,-1650000.0,2003-04-12
155.73,Swipe Transaction,La Verne,CA,5311,No,2569545.0,2003-04-13
145.99,Swipe Transaction,Mira Loma,CA,5541,No,2408835.0,2003-04-13
192.78,Online Transaction,ONLINE,Unknown,4900,No,3180870.0,2003-04-13
117.48,Swipe Transaction,Monterey Park,CA,5411,No,1938420.0,2003-04-14
108.85,Swipe Transaction,La Verne,CA,5300,No,1796025.0,2003-04-14
168.86,Swipe Transaction,Mira Loma,CA,5541,No,2786190.0,2003-04-15
140.0,Swipe Transaction,Mira Loma,CA,4829,No,2310000.0,2003-04-16
127.51,Swipe Transaction,La Verne,CA,5411,No,2103915.0,2003-04-18
47.3,Swipe Transaction,Monterey Park,CA,5942,No,780450.0,2003-04-18
52.2,Swipe Transaction,La Verne,CA,5814,No,861300.0,2003-04-18
122.33,Swipe Transaction,La Verne,CA,5300,No,2018445.0,2003-04-19
89.28,Swipe Transaction,Monterey Park,CA,5411,No,1473120.0,2003-04-20
132.86,Swipe Transaction,La Verne,CA,5912,No,2192190.0,2003-04-21
5.2,Swipe Transaction,La Verne,CA,5411,No,85800.0,2003-04-21
105.86,Swipe Transaction,La Verne,CA,5912,No,1746690.0,2003-04-22
128.88,Swipe Transaction,La Verne,CA,5912,No,2126520.0,2003-04-22
124.08,Swipe Transaction,La Verne,CA,5300,No,2047320.0,2003-04-24
101.12,Swipe Transaction,La Verne,CA,5300,No,1668480.0,2003-04-25
3.35,Swipe Transaction,Monterey Park,CA,5411,No,55275.0,2003-04-25
158.29,Swipe Transaction,Monterey Park,CA,5411,No,2611785.0,2003-04-27
120.0,Swipe Transaction,Mira Loma,CA,4829,No,1980000.0,2003-04-28
160.83,Swipe Transaction,La Verne,CA,5300,No,2653695.0,2003-04-28
151.61,Swipe Transaction,Monterey Park,CA,5411,No,2501565.0,2003-04-29
224.43,Swipe Transaction,La Verne,CA,8021,No,3703095.0,2003-04-29
106.21,Swipe Transaction,Monterey Park,CA,5651,No,1752465.0,2003-04-29
70.35,Swipe Transaction,Mira Loma,CA,5812,No,1160775.0,2003-04-30
76.43,Swipe Transaction,La Verne,CA,5300,No,1261095.0,2003-05-01
37.51,Swipe Transaction,Monterey Park,CA,5942,No,618915.0,2003-05-02
42.5,Swipe Transaction,La Verne,CA,5499,No,701250.0,2003-05-02
91.0,Swipe Transaction,La Verne,CA,5499,No,1501500.0,2003-05-02
-91.0,Swipe Transaction,La Verne,CA,5499,No,-1501500.0,2003-05-02
94.0,Swipe Transaction,Mira Loma,CA,5541,No,1551000.0,2003-05-02
59.65,Swipe Transaction,Mira Loma,CA,5541,No,984225.0,2003-05-02
-94.0,Swipe Transaction,Mira Loma,CA,5541,No,-1551000.0,2003-05-02
137.36,Swipe Transaction,La Verne,CA,4900,No,2266440.0,2003-05-03
71.97,Swipe Transaction,La Verne,CA,5814,No,1187505.0,2003-05-04
122.92,Swipe Transaction,La Verne,CA,5311,No,2028180.0,2003-05-05
50.35,Swipe Transaction,Monterey Park,CA,5942,No,830775.0,2003-05-05
141.98,Swipe Transaction,La Verne,CA,5912,No,2342670.0,2003-05-05
82.49,Swipe Transaction,La Verne,CA,5311,No,1361085.0,2003-05-05
138.68,Swipe Transaction,La Verne,CA,5912,No,2288220.0,2003-05-07
171.43,Swipe Transaction,La Verne,CA,4900,No,2828595.0,2003-05-07
129.09,Swipe Transaction,Monterey Park,CA,5411,No,2129985.0,2003-05-08
112.62,Swipe Transaction,La Verne,CA,5912,No,1858230.0,2003-05-08
141.49,Swipe Transaction,La Verne,CA,5411,No,2334585.0,2003-05-09
65.51,Swipe Transaction,La Verne,CA,5812,No,1080915.0,2003-05-09
117.03,Swipe Transaction,La Verne,CA,5912,No,1930995.0,2003-05-10
134.24,Swipe Transaction,La Verne,CA,5411,No,2214960.0,2003-05-11
38.32,Swipe Transaction,Eagle Pass,TX,5942,No,632280.0,2003-05-12
10.22,Swipe Transaction,Austin,TX,5541,No,168630.0,2003-05-12
174.54,Swipe Transaction,Austin,TX,4814,No,2879910.0,2003-05-12
88.38,Swipe Transaction,Austin,TX,5814,No,1458270.0,2003-05-12
64.69,Swipe Transaction,Austin,TX,5311,No,1067385.0,2003-05-13
120.08,Swipe Transaction,La Verne,CA,5311,No,1981320.0,2003-05-16
49.67,Swipe Transaction,La Verne,CA,5411,No,819555.0,2003-05-16
75.28,Swipe Transaction,La Verne,CA,5812,No,1242120.0,2003-05-18
78.54,Swipe Transaction,La Verne,CA,5300,No,1295910.0,2003-05-20
167.55,Swipe Transaction,La Verne,CA,5912,No,2764575.0,2003-05-21
95.15,Swipe Transaction,La Verne,CA,5411,No,1569975.0,2003-05-22
170.26,Swipe Transaction,Mira Loma,CA,5541,No,2809290.0,2003-05-23
69.89,Swipe Transaction,La Verne,CA,5411,No,1153185.0,2003-05-24
33.86,Online Transaction,ONLINE,Unknown,4814,No,558690.0,2003-05-25
107.07,Swipe Transaction,La Verne,CA,5621,No,1766655.0,2003-05-26
94.92,Swipe Transaction,La Verne,CA,5912,No,1566180.0,2003-05-27
60.0,Swipe Transaction,La Verne,CA,5499,No,990000.0,2003-05-27
-60.0,Swipe Transaction,La Verne,CA,5499,No,-990000.0,2003-05-27
65.32,Swipe Transaction,La Verne,CA,5499,No,1077780.0,2003-05-27
158.44,Swipe Transaction,La Verne,CA,5411,No,2614260.0,2003-05-28
57.05,Swipe Transaction,Monterey Park,CA,5942,No,941325.0,2003-05-28
77.71,Online Transaction,ONLINE,Unknown,5311,No,1282215.0,2003-05-28
89.33,Swipe Transaction,Mira Loma,CA,5812,No,1473945.0,2003-05-29
143.36,Swipe Transaction,Mira Loma,CA,5541,No,2365440.0,2003-05-30
152.69,Swipe Transaction,La Verne,CA,5311,No,2519385.0,2003-05-31
37.79,Swipe Transaction,Monterey Park,CA,5942,No,623535.0,2003-05-31
158.24,Swipe Transaction,Mira Loma,CA,4814,No,2610960.0,2003-05-31
66.16,Swipe Transaction,La Verne,CA,5812,No,1091640.0,2003-05-31
43.48,Swipe Transaction,La Verne,CA,7349,No,717420.0,2003-05-31
60.68,Swipe Transaction,La Verne,CA,7538,No,1001220.0,2003-06-02
119.26,Swipe Transaction,La Verne,CA,5411,No,1967790.0,2003-06-04
28.8,Swipe Transaction,La Verne,CA,5912,No,475200.0,2003-06-04
135.89,Swipe Transaction,La Verne,CA,5912,No,2242185.0,2003-06-05
38.01,Swipe Transaction,La Verne,CA,5411,No,627165.0,2003-06-05
121.69,Swipe Transaction,La Verne,CA,4900,No,2007885.0,2003-06-06
224.02,Swipe Transaction,La Verne,CA,4900,No,3696330.0,2003-06-06
212.62,Swipe Transaction,Mira Loma,CA,4814,No,3508230.0,2003-06-06
137.07,Swipe Transaction,La Verne,CA,5300,No,2261655.0,2003-06-07
36.32,Swipe Transaction,Monterey Park,CA,5411,No,599280.0,2003-06-07
33.42,Swipe Transaction,Monterey Park,CA,5411,No,551430.0,2003-06-07
36.05,Swipe Transaction,La Verne,CA,7538,No,594825.0,2003-06-07
152.22,Swipe Transaction,Mira Loma,CA,5541,No,2511630.0,2003-06-08
141.93,Swipe Transaction,La Verne,CA,5912,No,2341845.0,2003-06-09
116.27,Swipe Transaction,Mira Loma,CA,5541,No,1918455.0,2003-06-09
88.72,Swipe Transaction,La Verne,CA,5812,No,1463880.0,2003-06-10
118.27,Swipe Transaction,La Verne,CA,5411,No,1951455.0,2003-06-11
140.82,Swipe Transaction,La Verne,CA,5912,No,2323530.0,2003-06-11
84.7,Swipe Transaction,La Verne,CA,5812,No,1397550.0,2003-06-11
159.67,Swipe Transaction,Mira Loma,CA,5541,No,2634555.0,2003-06-12
125.03,Swipe Transaction,La Verne,CA,5411,No,2062995.0,2003-06-14
27.9,Swipe Transaction,Monterey Park,CA,5942,No,460350.0,2003-06-14
188.85,Swipe Transaction,Mira Loma,CA,4814,No,3116025.0,2003-06-14
116.66,Swipe Transaction,La Verne,CA,5912,No,1924890.0,2003-06-15
443.74,Swipe Transaction,La Verne,CA,6300,No,7321710.0,2003-06-15
160.0,Swipe Transaction,Mira Loma,CA,4829,No,2640000.0,2003-06-16
91.13,Swipe Transaction,La Verne,CA,5300,No,1503645.0,2003-06-16
120.06,Swipe Transaction,La Verne,CA,5300,No,1980990.0,2003-06-17
115.91,Swipe Transaction,La Verne,CA,5300,No,1912515.0,2003-06-17
19.03,Swipe Transaction,La Verne,CA,7230,No,313995.0,2003-06-18
181.84,Swipe Transaction,Monterey Park,CA,5411,No,3000360.0,2003-06-19
